Provinsi;Kabupaten;Kecamatan;Desa;adm1;adm2;adm3;adm4
Jawa Timur;Pasuruan;Gondangwetan;Lajuk;35;35.14;35.14.18;35.14.18.2011
Jawa Timur;Pasuruan;Gondangwetan;Kalirejo;35;35.14;35.14.18;35.14.18.2012
Jawa Timur;Pasuruan;Gondangwetan;Pateguhan;35;35.14;35.14.18;35.14.18.2013
Jawa Timur;Pasuruan;Gondangwetan;Grogol;35;35.14;35.14.18;35.14.18.2014
Jawa Timur;Pasuruan;Gondangwetan;Pekangkungan;35;35.14;35.14.18;35.14.18.2015
Jawa Timur;Pasuruan;Gondangwetan;Ranggeh;35;35.14;35.14.18;35.14.18.2017
Jawa Timur;Pasuruan;Gondangwetan;Sekar Putih;35;35.14;35.14.18;35.14.18.2018
Jawa Timur;Pasuruan;Gondangwetan;Bajangan;35;35.14;35.14.18;35.14.18.2019
Jawa Timur;Pasuruan;Gondangwetan;Gondangrejo;35;35.14;35.14.18;35.14.18.2020
Jawa Timur;Pasuruan;Winongan;Minggir;35;35.14;35.14.19;35.14.19.2001
Jawa Timur;Pasuruan;Winongan;Karang Tengah;35;35.14;35.14.19;35.14.19.2002
Jawa Timur;Pasuruan;Winongan;Kedungrejo;35;35.14;35.14.19;35.14.19.2003
Jawa Timur;Pasuruan;Winongan;Umbulan;35;35.14;35.14.19;35.14.19.2004
Jawa Timur;Pasuruan;Winongan;Sidepan;35;35.14;35.14.19;35.14.19.2005
Jawa Timur;Pasuruan;Winongan;Sruwi;35;35.14;35.14.19;35.14.19.2006
Jawa Timur;Pasuruan;Winongan;Jeladri;35;35.14;35.14.19;35.14.19.2007
Jawa Timur;Pasuruan;Winongan;Sumberrejo;35;35.14;35.14.19;35.14.19.2008
Jawa Timur;Pasuruan;Winongan;Prodo;35;35.14;35.14.19;35.14.19.2009
Jawa Timur;Pasuruan;Winongan;Lebak;35;35.14;35.14.19;35.14.19.2010
Jawa Timur;Pasuruan;Winongan;Menyarik;35;35.14;35.14.19;35.14.19.2011
Jawa Timur;Pasuruan;Winongan;Kandung;35;35.14;35.14.19;35.14.19.2012
Jawa Timur;Pasuruan;Winongan;Mendalan;35;35.14;35.14.19;35.14.19.2013
Jawa Timur;Pasuruan;Winongan;Penataan;35;35.14;35.14.19;35.14.19.2014
Jawa Timur;Pasuruan;Winongan;Winongan Kidul;35;35.14;35.14.19;35.14.19.2015
Jawa Timur;Pasuruan;Winongan;Bandaran;35;35.14;35.14.19;35.14.19.2016
Jawa Timur;Pasuruan;Winongan;Winongan Lor;35;35.14;35.14.19;35.14.19.2017
Jawa Timur;Pasuruan;Winongan;Gading;35;35.14;35.14.19;35.14.19.2018
Jawa Timur;Pasuruan;Grati;Gratitunon;35;35.14;35.14.20;35.14.20.1005
Jawa Timur;Pasuruan;Grati;Kebonrejo;35;35.14;35.14.20;35.14.20.2001
Jawa Timur;Pasuruan;Grati;Karangko;35;35.14;35.14.20;35.14.20.2002
Jawa Timur;Pasuruan;Grati;Rebalas;35;35.14;35.14.20;35.14.20.2003
Jawa Timur;Pasuruan;Grati;Plososari;35;35.14;35.14.20;35.14.20.2004
Jawa Timur;Pasuruan;Grati;Kalipang;35;35.14;35.14.20;35.14.20.2006
Jawa Timur;Pasuruan;Grati;Trewung;35;35.14;35.14.20;35.14.20.2007
Jawa Timur;Pasuruan;Grati;Kambinganrejo;35;35.14;35.14.20;35.14.20.2008
Jawa Timur;Pasuruan;Grati;Karangkliwon;35;35.14;35.14.20;35.14.20.2009
Jawa Timur;Pasuruan;Grati;Kedawungkulon;35;35.14;35.14.20;35.14.20.2010
Jawa Timur;Pasuruan;Grati;Kedawungwetan;35;35.14;35.14.20;35.14.20.2011
Jawa Timur;Pasuruan;Grati;Sumberagung;35;35.14;35.14.20;35.14.20.2012
Jawa Timur;Pasuruan;Grati;Ranuklindungan;35;35.14;35.14.20;35.14.20.2013
Jawa Timur;Pasuruan;Grati;Sumberdawesari;35;35.14;35.14.20;35.14.20.2014
Jawa Timur;Pasuruan;Grati;Cukurgondang;35;35.14;35.14.20;35.14.20.2015
Jawa Timur;Pasuruan;Nguling;Sanganom;35;35.14;35.14.21;35.14.21.2001
Jawa Timur;Pasuruan;Nguling;Sebalong;35;35.14;35.14.21;35.14.21.2002
Jawa Timur;Pasuruan;Nguling;Wotgalih;35;35.14;35.14.21;35.14.21.2003
Jawa Timur;Pasuruan;Nguling;Watestani;35;35.14;35.14.21;35.14.21.2004
Jawa Timur;Pasuruan;Nguling;Nguling;35;35.14;35.14.21;35.14.21.2005
Jawa Timur;Pasuruan;Nguling;Sedarum;35;35.14;35.14.21;35.14.21.2006
Jawa Timur;Pasuruan;Nguling;Dandanggendis;35;35.14;35.14.21;35.14.21.2007
Jawa Timur;Pasuruan;Nguling;Sumberanyar;35;35.14;35.14.21;35.14.21.2008
Jawa Timur;Pasuruan;Nguling;Sudimulyo;35;35.14;35.14.21;35.14.21.2009
Jawa Timur;Pasuruan;Nguling;Penunggul;35;35.14;35.14.21;35.14.21.2010
Jawa Timur;Pasuruan;Nguling;Mlaten;35;35.14;35.14.21;35.14.21.2011
Jawa Timur;Pasuruan;Nguling;Kedawung;35;35.14;35.14.21;35.14.21.2012
Jawa Timur;Pasuruan;Nguling;Randuati;35;35.14;35.14.21;35.14.21.2013
Jawa Timur;Pasuruan;Nguling;Kapasan;35;35.14;35.14.21;35.14.21.2014
Jawa Timur;Pasuruan;Nguling;Watuprapat;35;35.14;35.14.21;35.14.21.2015
Jawa Timur;Pasuruan;Lekok;Rowogempol;35;35.14;35.14.22;35.14.22.2001
Jawa Timur;Pasuruan;Lekok;Gejugjati;35;35.14;35.14.22;35.14.22.2002
Jawa Timur;Pasuruan;Lekok;Alas Tlogo;35;35.14;35.14.22;35.14.22.2003
Jawa Timur;Pasuruan;Lekok;Balonganyar;35;35.14;35.14.22;35.14.22.2004
Jawa Timur;Pasuruan;Lekok;Branang;35;35.14;35.14.22;35.14.22.2005
Jawa Timur;Pasuruan;Lekok;Tampung;35;35.14;35.14.22;35.14.22.2006
Jawa Timur;Pasuruan;Lekok;Tambaklekok;35;35.14;35.14.22;35.14.22.2007
Jawa Timur;Pasuruan;Lekok;Jatirejo;35;35.14;35.14.22;35.14.22.2008
Jawa Timur;Pasuruan;Lekok;Pasinan;35;35.14;35.14.22;35.14.22.2009
Jawa Timur;Pasuruan;Lekok;Wates;35;35.14;35.14.22;35.14.22.2010
Jawa Timur;Pasuruan;Lekok;Semedusari;35;35.14;35.14.22;35.14.22.2011
Jawa Timur;Pasuruan;Rejoso;Sadengrejo;35;35.14;35.14.23;35.14.23.2001
Jawa Timur;Pasuruan;Rejoso;Pandanrejo;35;35.14;35.14.23;35.14.23.2002
Jawa Timur;Pasuruan;Rejoso;Ketegan;35;35.14;35.14.23;35.14.23.2003
Jawa Timur;Pasuruan;Rejoso;Toyaning;35;35.14;35.14.23;35.14.23.2004
Jawa Timur;Pasuruan;Rejoso;Arjosari;35;35.14;35.14.23;35.14.23.2005
Jawa Timur;Pasuruan;Rejoso;Kawisrejo;35;35.14;35.14.23;35.14.23.2006
Jawa Timur;Pasuruan;Rejoso;Rejoso Kidul;35;35.14;35.14.23;35.14.23.2007
Jawa Timur;Pasuruan;Rejoso;Manikrejo;35;35.14;35.14.23;35.14.23.2008
Jawa Timur;Pasuruan;Rejoso;Karangpandan;35;35.14;35.14.23;35.14.23.2009
Jawa Timur;Pasuruan;Rejoso;Sambirejo;35;35.14;35.14.23;35.14.23.2010
Jawa Timur;Pasuruan;Rejoso;Kedungbako;35;35.14;35.14.23;35.14.23.2011
Jawa Timur;Pasuruan;Rejoso;Rejoso Lor;35;35.14;35.14.23;35.14.23.2012
Jawa Timur;Pasuruan;Rejoso;Patuguhan;35;35.14;35.14.23;35.14.23.2013
Jawa Timur;Pasuruan;Rejoso;Kemantren Rejo;35;35.14;35.14.23;35.14.23.2014
Jawa Timur;Pasuruan;Rejoso;Segoropuro;35;35.14;35.14.23;35.14.23.2015
Jawa Timur;Pasuruan;Rejoso;Jarangan;35;35.14;35.14.23;35.14.23.2016
Jawa Timur;Pasuruan;Tosari;Mororejo;35;35.14;35.14.24;35.14.24.2001
Jawa Timur;Pasuruan;Tosari;Podokoyo;35;35.14;35.14.24;35.14.24.2002
Jawa Timur;Pasuruan;Tosari;Ngadiwono;35;35.14;35.14.24;35.14.24.2003
Jawa Timur;Pasuruan;Tosari;Tosari;35;35.14;35.14.24;35.14.24.2004
Jawa Timur;Pasuruan;Tosari;Wonokitri;35;35.14;35.14.24;35.14.24.2005
Jawa Timur;Pasuruan;Tosari;Baledono;35;35.14;35.14.24;35.14.24.2006
Jawa Timur;Pasuruan;Tosari;Sedaeng;35;35.14;35.14.24;35.14.24.2007
Jawa Timur;Pasuruan;Tosari;Kandangan;35;35.14;35.14.24;35.14.24.2008
Jawa Timur;Sidoarjo;Tarik;Mliriprowo;35;35.15;35.15.01;35.15.01.2001
Jawa Timur;Sidoarjo;Tarik;Kedungbocok;35;35.15;35.15.01;35.15.01.2002
Jawa Timur;Sidoarjo;Tarik;Singogalih;35;35.15;35.15.01;35.15.01.2003
Jawa Timur;Sidoarjo;Tarik;Tarik;35;35.15;35.15.01;35.15.01.2004
Jawa Timur;Sidoarjo;Tarik;Mergobener;35;35.15;35.15.01;35.15.01.2005
Jawa Timur;Sidoarjo;Tarik;Mergosari;35;35.15;35.15.01;35.15.01.2006
Jawa Timur;Sidoarjo;Tarik;Kendalsewu;35;35.15;35.15.01;35.15.01.2007
Jawa Timur;Sidoarjo;Tarik;Klantingsari;35;35.15;35.15.01;35.15.01.2008
Jawa Timur;Sidoarjo;Tarik;Kalimati;35;35.15;35.15.01;35.15.01.2009
Jawa Timur;Sidoarjo;Tarik;Gempolklutuk;35;35.15;35.15.01;35.15.01.2010
Jawa Timur;Sidoarjo;Tarik;Barjarwungu;35;35.15;35.15.01;35.15.01.2011
Jawa Timur;Sidoarjo;Tarik;Balongmacekan;35;35.15;35.15.01;35.15.01.2012
Jawa Timur;Sidoarjo;Tarik;Gampingrowo;35;35.15;35.15.01;35.15.01.2013
Jawa Timur;Sidoarjo;Tarik;Sebani;35;35.15;35.15.01;35.15.01.2014
Jawa Timur;Sidoarjo;Tarik;Kramattemenggung;35;35.15;35.15.01;35.15.01.2015
Jawa Timur;Sidoarjo;Tarik;Mindugading;35;35.15;35.15.01;35.15.01.2016
Jawa Timur;Sidoarjo;Tarik;Kemuning;35;35.15;35.15.01;35.15.01.2017
Jawa Timur;Sidoarjo;Tarik;Janti;35;35.15;35.15.01;35.15.01.2018
Jawa Timur;Sidoarjo;Tarik;Segodobancang;35;35.15;35.15.01;35.15.01.2019
Jawa Timur;Sidoarjo;Tarik;Kedinding;35;35.15;35.15.01;35.15.01.2020
Jawa Timur;Sidoarjo;Prambon;Prambon;35;35.15;35.15.02;35.15.02.2001
Jawa Timur;Sidoarjo;Prambon;Kajartengguli;35;35.15;35.15.02;35.15.02.2002
Jawa Timur;Sidoarjo;Prambon;Gedangrowo;35;35.15;35.15.02;35.15.02.2003
Jawa Timur;Sidoarjo;Prambon;Wirobiting;35;35.15;35.15.02;35.15.02.2004
Jawa Timur;Sidoarjo;Prambon;Simpang;35;35.15;35.15.02;35.15.02.2005
Jawa Timur;Sidoarjo;Prambon;Bulang;35;35.15;35.15.02;35.15.02.2006
Jawa Timur;Sidoarjo;Prambon;Gampang;35;35.15;35.15.02;35.15.02.2007
Jawa Timur;Sidoarjo;Prambon;Jatikalang;35;35.15;35.15.02;35.15.02.2008
Jawa Timur;Sidoarjo;Prambon;Jatialun-alun;35;35.15;35.15.02;35.15.02.2009
Jawa Timur;Sidoarjo;Prambon;Pejangkungan;35;35.15;35.15.02;35.15.02.2010
Jawa Timur;Sidoarjo;Prambon;Kedungsugo;35;35.15;35.15.02;35.15.02.2011
Jawa Timur;Sidoarjo;Prambon;Kedungwonokerto;35;35.15;35.15.02;35.15.02.2012
Jawa Timur;Sidoarjo;Prambon;Bendotretek;35;35.15;35.15.02;35.15.02.2013
Jawa Timur;Sidoarjo;Prambon;Wonoplintahan;35;35.15;35.15.02;35.15.02.2014
Jawa Timur;Sidoarjo;Prambon;Kedungkembar;35;35.15;35.15.02;35.15.02.2015
Jawa Timur;Sidoarjo;Prambon;Jedongcangkring;35;35.15;35.15.02;35.15.02.2016
Jawa Timur;Sidoarjo;Prambon;Cangkringturi;35;35.15;35.15.02;35.15.02.2017
Jawa Timur;Sidoarjo;Prambon;Simogirang;35;35.15;35.15.02;35.15.02.2018
Jawa Timur;Sidoarjo;Prambon;Temu;35;35.15;35.15.02;35.15.02.2019
Jawa Timur;Sidoarjo;Prambon;Watutulis;35;35.15;35.15.02;35.15.02.2020
Jawa Timur;Sidoarjo;Krembung;Tambakrejo;35;35.15;35.15.03;35.15.03.2001
Jawa Timur;Sidoarjo;Krembung;Keper;35;35.15;35.15.03;35.15.03.2002
Jawa Timur;Sidoarjo;Krembung;Kedungsumur;35;35.15;35.15.03;35.15.03.2003
Jawa Timur;Sidoarjo;Krembung;Kedungrawan;35;35.15;35.15.03;35.15.03.2004
Jawa Timur;Sidoarjo;Krembung;Tanjekwagir;35;35.15;35.15.03;35.15.03.2005
Jawa Timur;Sidoarjo;Krembung;Mojoruntut;35;35.15;35.15.03;35.15.03.2006
Jawa Timur;Sidoarjo;Krembung;Gading;35;35.15;35.15.03;35.15.03.2007
Jawa Timur;Sidoarjo;Krembung;Wangkal;35;35.15;35.15.03;35.15.03.2008
Jawa Timur;Sidoarjo;Krembung;Jenggot;35;35.15;35.15.03;35.15.03.2009
Jawa Timur;Sidoarjo;Krembung;Waung;35;35.15;35.15.03;35.15.03.2010
Jawa Timur;Sidoarjo;Krembung;Ploso;35;35.15;35.15.03;35.15.03.2011
Jawa Timur;Sidoarjo;Krembung;Rejeni;35;35.15;35.15.03;35.15.03.2012
Jawa Timur;Sidoarjo;Krembung;Kandangan;35;35.15;35.15.03;35.15.03.2013
Jawa Timur;Sidoarjo;Krembung;Krembung;35;35.15;35.15.03;35.15.03.2014
Jawa Timur;Sidoarjo;Krembung;Lemujut;35;35.15;35.15.03;35.15.03.2015
Jawa Timur;Sidoarjo;Krembung;Cangkring;35;35.15;35.15.03;35.15.03.2016
Jawa Timur;Sidoarjo;Krembung;Keret;35;35.15;35.15.03;35.15.03.2017
Jawa Timur;Sidoarjo;Krembung;Wonomlati;35;35.15;35.15.03;35.15.03.2018
Jawa Timur;Sidoarjo;Krembung;Balonggarut;35;35.15;35.15.03;35.15.03.2019
Jawa Timur;Sidoarjo;Porong;Porong;35;35.15;35.15.04;35.15.04.1003
Jawa Timur;Sidoarjo;Porong;Juwetkenongo;35;35.15;35.15.04;35.15.04.1004
Jawa Timur;Sidoarjo;Porong;Gedang;35;35.15;35.15.04;35.15.04.1006
Jawa Timur;Sidoarjo;Porong;Kebonagung;35;35.15;35.15.04;35.15.04.2001
Jawa Timur;Sidoarjo;Porong;Kedungsolo;35;35.15;35.15.04;35.15.04.2002
Jawa Timur;Sidoarjo;Porong;Kesambi;35;35.15;35.15.04;35.15.04.2007
Jawa Timur;Sidoarjo;Porong;Kebakalan;35;35.15;35.15.04;35.15.04.2008
Jawa Timur;Sidoarjo;Porong;Lajuk;35;35.15;35.15.04;35.15.04.2009
Jawa Timur;Sidoarjo;Porong;Kedungboto;35;35.15;35.15.04;35.15.04.2010
Jawa Timur;Sidoarjo;Porong;Candipari;35;35.15;35.15.04;35.15.04.2011
Jawa Timur;Sidoarjo;Porong;Pamotan;35;35.15;35.15.04;35.15.04.2012
Jawa Timur;Sidoarjo;Porong;Renokenongo;35;35.15;35.15.04;35.15.04.2014
Jawa Timur;Sidoarjo;Porong;Glagaharum;35;35.15;35.15.04;35.15.04.2015
Jawa Timur;Sidoarjo;Porong;Plumbon;35;35.15;35.15.04;35.15.04.2016
Jawa Timur;Sidoarjo;Porong;Wunut;35;35.15;35.15.04;35.15.04.2018
Jawa Timur;Sidoarjo;Porong;Pesawahan;35;35.15;35.15.04;35.15.04.2019
Jawa Timur;Sidoarjo;Jabon;Panggreh;35;35.15;35.15.05;35.15.05.2001
Jawa Timur;Sidoarjo;Jabon;Trompoasri;35;35.15;35.15.05;35.15.05.2002
Jawa Timur;Sidoarjo;Jabon;Kedungrejo;35;35.15;35.15.05;35.15.05.2003
Jawa Timur;Sidoarjo;Jabon;Semambung;35;35.15;35.15.05;35.15.05.2004
Jawa Timur;Sidoarjo;Jabon;Kedungpandan;35;35.15;35.15.05;35.15.05.2005
Jawa Timur;Sidoarjo;Jabon;Kupang;35;35.15;35.15.05;35.15.05.2006
Jawa Timur;Sidoarjo;Jabon;Tambakkalisongo;35;35.15;35.15.05;35.15.05.2007
Jawa Timur;Sidoarjo;Jabon;Balongtani;35;35.15;35.15.05;35.15.05.2008
Jawa Timur;Sidoarjo;Jabon;Jemirahan;35;35.15;35.15.05;35.15.05.2009
Jawa Timur;Sidoarjo;Jabon;Dukuhsari;35;35.15;35.15.05;35.15.05.2010
Jawa Timur;Sidoarjo;Jabon;Kedungcangkring;35;35.15;35.15.05;35.15.05.2011
Jawa Timur;Sidoarjo;Jabon;Keboguyang;35;35.15;35.15.05;35.15.05.2014
Jawa Timur;Sidoarjo;Jabon;Permisan;35;35.15;35.15.05;35.15.05.2015
Jawa Timur;Sidoarjo;Tanggulangin;Kalisampurno;35;35.15;35.15.06;35.15.06.2001
Jawa Timur;Sidoarjo;Tanggulangin;Ketapang;35;35.15;35.15.06;35.15.06.2002
Jawa Timur;Sidoarjo;Tanggulangin;Kalitengah;35;35.15;35.15.06;35.15.06.2004
Jawa Timur;Sidoarjo;Tanggulangin;Gempolsari;35;35.15;35.15.06;35.15.06.2005
Jawa Timur;Sidoarjo;Tanggulangin;Sentul;35;35.15;35.15.06;35.15.06.2006
Jawa Timur;Sidoarjo;Tanggulangin;Penatarsewu;35;35.15;35.15.06;35.15.06.2007
Jawa Timur;Sidoarjo;Tanggulangin;Banjarasri;35;35.15;35.15.06;35.15.06.2008
Jawa Timur;Sidoarjo;Tanggulangin;Banjarpanji;35;35.15;35.15.06;35.15.06.2009
Jawa Timur;Sidoarjo;Tanggulangin;Kedungbanteng;35;35.15;35.15.06;35.15.06.2010
Jawa Timur;Sidoarjo;Tanggulangin;Kalidawir;35;35.15;35.15.06;35.15.06.2011
Jawa Timur;Sidoarjo;Tanggulangin;Putat;35;35.15;35.15.06;35.15.06.2012
Jawa Timur;Sidoarjo;Tanggulangin;Ngaban;35;35.15;35.15.06;35.15.06.2013
Jawa Timur;Sidoarjo;Tanggulangin;Kludan;35;35.15;35.15.06;35.15.06.2014
Jawa Timur;Sidoarjo;Tanggulangin;Boro;35;35.15;35.15.06;35.15.06.2015
Jawa Timur;Sidoarjo;Tanggulangin;Kedensari;35;35.15;35.15.06;35.15.06.2016
Jawa Timur;Sidoarjo;Tanggulangin;Ketegan;35;35.15;35.15.06;35.15.06.2017
Jawa Timur;Sidoarjo;Tanggulangin;Ganggangpanjang;35;35.15;35.15.06;35.15.06.2018
Jawa Timur;Sidoarjo;Tanggulangin;Randegan;35;35.15;35.15.06;35.15.06.2019
Jawa Timur;Sidoarjo;Candi;Karangtanjung;35;35.15;35.15.07;35.15.07.2001
Jawa Timur;Sidoarjo;Candi;Sumorame;35;35.15;35.15.07;35.15.07.2002
Jawa Timur;Sidoarjo;Candi;Ngampelsari;35;35.15;35.15.07;35.15.07.2003
Jawa Timur;Sidoarjo;Candi;Balonggabus;35;35.15;35.15.07;35.15.07.2004
Jawa Timur;Sidoarjo;Candi;Balongdowo;35;35.15;35.15.07;35.15.07.2005
Jawa Timur;Sidoarjo;Candi;Kendalpecabean;35;35.15;35.15.07;35.15.07.2006
Jawa Timur;Sidoarjo;Candi;Kedungpeluk;35;35.15;35.15.07;35.15.07.2007
Jawa Timur;Sidoarjo;Candi;Kalipecabean;35;35.15;35.15.07;35.15.07.2008
Jawa Timur;Sidoarjo;Candi;Klurak;35;35.15;35.15.07;35.15.07.2009
Jawa Timur;Sidoarjo;Candi;Kebonsari;35;35.15;35.15.07;35.15.07.2010
Jawa Timur;Sidoarjo;Candi;Gelam;35;35.15;35.15.07;35.15.07.2011
Jawa Timur;Sidoarjo;Candi;Candi;35;35.15;35.15.07;35.15.07.2012
Jawa Timur;Sidoarjo;Candi;Sugihwaras;35;35.15;35.15.07;35.15.07.2013
Jawa Timur;Sidoarjo;Candi;Kedungkendo;35;35.15;35.15.07;35.15.07.2014
Jawa Timur;Sidoarjo;Candi;Durungbanjar;35;35.15;35.15.07;35.15.07.2015
Jawa Timur;Sidoarjo;Candi;Durungbedug;35;35.15;35.15.07;35.15.07.2016
Jawa Timur;Sidoarjo;Candi;Jambangan;35;35.15;35.15.07;35.15.07.2017
Jawa Timur;Sidoarjo;Candi;Sidodadi;35;35.15;35.15.07;35.15.07.2018
Jawa Timur;Sidoarjo;Candi;Sepande;35;35.15;35.15.07;35.15.07.2019
Jawa Timur;Sidoarjo;Candi;Sumokali;35;35.15;35.15.07;35.15.07.2020
Jawa Timur;Sidoarjo;Candi;Tenggulunan;35;35.15;35.15.07;35.15.07.2021
Jawa Timur;Sidoarjo;Candi;Bligo;35;35.15;35.15.07;35.15.07.2022
Jawa Timur;Sidoarjo;Candi;Wedoroklurak;35;35.15;35.15.07;35.15.07.2023
Jawa Timur;Sidoarjo;Candi;Larangan;35;35.15;35.15.07;35.15.07.2024
Jawa Timur;Sidoarjo;Sidoarjo;Sidokare;35;35.15;35.15.08;35.15.08.1004
Jawa Timur;Sidoarjo;Sidoarjo;Celep;35;35.15;35.15.08;35.15.08.1005
Jawa Timur;Sidoarjo;Sidoarjo;Sekardangan;35;35.15;35.15.08;35.15.08.1006
Jawa Timur;Sidoarjo;Sidoarjo;Gebang;35;35.15;35.15.08;35.15.08.1007
Jawa Timur;Sidoarjo;Sidoarjo;Bulusidokare;35;35.15;35.15.08;35.15.08.1009
Jawa Timur;Sidoarjo;Sidoarjo;Pucanganom;35;35.15;35.15.08;35.15.08.1010
Jawa Timur;Sidoarjo;Sidoarjo;Pekauman;35;35.15;35.15.08;35.15.08.1011
Jawa Timur;Sidoarjo;Sidoarjo;Lemahputro;35;35.15;35.15.08;35.15.08.1012
Jawa Timur;Sidoarjo;Sidoarjo;Sidokumpul;35;35.15;35.15.08;35.15.08.1013
Jawa Timur;Sidoarjo;Sidoarjo;Sidoklumpuk;35;35.15;35.15.08;35.15.08.1014
Jawa Timur;Sidoarjo;Sidoarjo;Pucang;35;35.15;35.15.08;35.15.08.1017
Jawa Timur;Sidoarjo;Sidoarjo;Magersari;35;35.15;35.15.08;35.15.08.1018
Jawa Timur;Sidoarjo;Sidoarjo;Cemengkalang;35;35.15;35.15.08;35.15.08.1020
Jawa Timur;Sidoarjo;Sidoarjo;Urangagung;35;35.15;35.15.08;35.15.08.1022
Jawa Timur;Sidoarjo;Sidoarjo;Lebo;35;35.15;35.15.08;35.15.08.2001
Jawa Timur;Sidoarjo;Sidoarjo;Suko;35;35.15;35.15.08;35.15.08.2002
Jawa Timur;Sidoarjo;Sidoarjo;Banjarbendo;35;35.15;35.15.08;35.15.08.2003
Jawa Timur;Sidoarjo;Sidoarjo;Rangkahkidul;35;35.15;35.15.08;35.15.08.2008
Jawa Timur;Sidoarjo;Sidoarjo;Blurukidul;35;35.15;35.15.08;35.15.08.2015
Jawa Timur;Sidoarjo;Sidoarjo;Kemiri;35;35.15;35.15.08;35.15.08.2016
Jawa Timur;Sidoarjo;Sidoarjo;Jati;35;35.15;35.15.08;35.15.08.2019
Jawa Timur;Sidoarjo;Sidoarjo;Cemengbakalan;35;35.15;35.15.08;35.15.08.2021
Jawa Timur;Sidoarjo;Sidoarjo;Sarirogo;35;35.15;35.15.08;35.15.08.2023
Jawa Timur;Sidoarjo;Sidoarjo;Sumput;35;35.15;35.15.08;35.15.08.2024
Jawa Timur;Sidoarjo;Tulangan;Janti;35;35.15;35.15.09;35.15.09.2001
Jawa Timur;Sidoarjo;Tulangan;Kebaron;35;35.15;35.15.09;35.15.09.2002
Jawa Timur;Sidoarjo;Tulangan;Kenongo;35;35.15;35.15.09;35.15.09.2003
Jawa Timur;Sidoarjo;Tulangan;Gelang;35;35.15;35.15.09;35.15.09.2004
Jawa Timur;Sidoarjo;Tulangan;Jiken;35;35.15;35.15.09;35.15.09.2005
Jawa Timur;Sidoarjo;Tulangan;Pangkemiri;35;35.15;35.15.09;35.15.09.2006
Jawa Timur;Sidoarjo;Tulangan;Kepatihan;35;35.15;35.15.09;35.15.09.2007
Jawa Timur;Sidoarjo;Tulangan;Tulangan;35;35.15;35.15.09;35.15.09.2008
Jawa Timur;Sidoarjo;Tulangan;Kepadangan;35;35.15;35.15.09;35.15.09.2009
Jawa Timur;Sidoarjo;Tulangan;Tlasih;35;35.15;35.15.09;35.15.09.2010
Jawa Timur;Sidoarjo;Tulangan;Kajeksan;35;35.15;35.15.09;35.15.09.2011
Jawa Timur;Sidoarjo;Tulangan;Singopadu;35;35.15;35.15.09;35.15.09.2012
Jawa Timur;Sidoarjo;Tulangan;Kemantren;35;35.15;35.15.09;35.15.09.2013
Jawa Timur;Sidoarjo;Tulangan;Kepunten;35;35.15;35.15.09;35.15.09.2014
Jawa Timur;Sidoarjo;Tulangan;Kepuhkemiri;35;35.15;35.15.09;35.15.09.2015
Jawa Timur;Sidoarjo;Tulangan;Grinting;35;35.15;35.15.09;35.15.09.2016
Jawa Timur;Sidoarjo;Tulangan;Modong;35;35.15;35.15.09;35.15.09.2017
Jawa Timur;Sidoarjo;Tulangan;Grogol;35;35.15;35.15.09;35.15.09.2018
Jawa Timur;Sidoarjo;Tulangan;Medalem;35;35.15;35.15.09;35.15.09.2019
Jawa Timur;Sidoarjo;Tulangan;Sudimoro;35;35.15;35.15.09;35.15.09.2020
Jawa Timur;Sidoarjo;Tulangan;Kedondong;35;35.15;35.15.09;35.15.09.2021
Jawa Timur;Sidoarjo;Tulangan;Grabagan;35;35.15;35.15.09;35.15.09.2022
Jawa Timur;Sidoarjo;Wonoayu;Tanggul;35;35.15;35.15.10;35.15.10.2001
Jawa Timur;Sidoarjo;Wonoayu;Simoketawang;35;35.15;35.15.10;35.15.10.2002
Jawa Timur;Sidoarjo;Wonoayu;Popoh;35;35.15;35.15.10;35.15.10.2003
Jawa Timur;Sidoarjo;Wonoayu;Jimbarankulon;35;35.15;35.15.10;35.15.10.2004
Jawa Timur;Sidoarjo;Wonoayu;Jimbaranwetan;35;35.15;35.15.10;35.15.10.2005
Jawa Timur;Sidoarjo;Wonoayu;Ketimang;35;35.15;35.15.10;35.15.10.2006
Jawa Timur;Sidoarjo;Wonoayu;Pilang;35;35.15;35.15.10;35.15.10.2007
Jawa Timur;Sidoarjo;Wonoayu;Sumberejo;35;35.15;35.15.10;35.15.10.2008
Jawa Timur;Sidoarjo;Wonoayu;Mojorangagung;35;35.15;35.15.10;35.15.10.2009
Jawa Timur;Sidoarjo;Wonoayu;Wonokasian;35;35.15;35.15.10;35.15.10.2010
Jawa Timur;Sidoarjo;Wonoayu;Ploso;35;35.15;35.15.10;35.15.10.2011
Jawa Timur;Sidoarjo;Wonoayu;Mulyodadi;35;35.15;35.15.10;35.15.10.2012
Jawa Timur;Sidoarjo;Wonoayu;Wonoayu;35;35.15;35.15.10;35.15.10.2013
Jawa Timur;Sidoarjo;Wonoayu;Semambung;35;35.15;35.15.10;35.15.10.2014
Jawa Timur;Sidoarjo;Wonoayu;Simoangin-angin;35;35.15;35.15.10;35.15.10.2015
Jawa Timur;Sidoarjo;Wonoayu;Wonokalang;35;35.15;35.15.10;35.15.10.2016
Jawa Timur;Sidoarjo;Wonoayu;Pagerngumbuk;35;35.15;35.15.10;35.15.10.2017
