Provinsi;Kabupaten;Kecamatan;Desa;adm1;adm2;adm3;adm4
Jawa Timur;Pacitan;Donorojo;Widoro;35;35.01;35.01.01;35.01.01.2001
Jawa Timur;Pacitan;Donorojo;Sawahan;35;35.01;35.01.01;35.01.01.2002
Jawa Timur;Pacitan;Donorojo;Kalak;35;35.01;35.01.01;35.01.01.2003
Jawa Timur;Pacitan;Donorojo;Sendang;35;35.01;35.01.01;35.01.01.2004
Jawa Timur;Pacitan;Donorojo;Klepu;35;35.01;35.01.01;35.01.01.2005
Jawa Timur;Pacitan;Donorojo;Gedompol;35;35.01;35.01.01;35.01.01.2006
Jawa Timur;Pacitan;Donorojo;Cemeng;35;35.01;35.01.01;35.01.01.2007
Jawa Timur;Pacitan;Donorojo;Gendaran;35;35.01;35.01.01;35.01.01.2008
Jawa Timur;Pacitan;Donorojo;Sukodono;35;35.01;35.01.01;35.01.01.2009
Jawa Timur;Pacitan;Donorojo;Sekar;35;35.01;35.01.01;35.01.01.2010
Jawa Timur;Pacitan;Donorojo;Donorojo;35;35.01;35.01.01;35.01.01.2011
Jawa Timur;Pacitan;Donorojo;Belah;35;35.01;35.01.01;35.01.01.2012
Jawa Timur;Pacitan;Pringkuku;Dersono;35;35.01;35.01.02;35.01.02.2001
Jawa Timur;Pacitan;Pringkuku;Sugihwaras;35;35.01;35.01.02;35.01.02.2002
Jawa Timur;Pacitan;Pringkuku;Watukarung;35;35.01;35.01.02;35.01.02.2003
Jawa Timur;Pacitan;Pringkuku;Jlubang;35;35.01;35.01.02;35.01.02.2004
Jawa Timur;Pacitan;Pringkuku;Candi;35;35.01;35.01.02;35.01.02.2005
Jawa Timur;Pacitan;Pringkuku;Poko;35;35.01;35.01.02;35.01.02.2006
Jawa Timur;Pacitan;Pringkuku;Dadapan;35;35.01;35.01.02;35.01.02.2007
Jawa Timur;Pacitan;Pringkuku;Pringkuku;35;35.01;35.01.02;35.01.02.2008
Jawa Timur;Pacitan;Pringkuku;Sobo;35;35.01;35.01.02;35.01.02.2009
Jawa Timur;Pacitan;Pringkuku;Ngadirejan;35;35.01;35.01.02;35.01.02.2010
Jawa Timur;Pacitan;Pringkuku;Glinggangan;35;35.01;35.01.02;35.01.02.2011
Jawa Timur;Pacitan;Pringkuku;Pelem;35;35.01;35.01.02;35.01.02.2012
Jawa Timur;Pacitan;Pringkuku;Tamanasri;35;35.01;35.01.02;35.01.02.2013
Jawa Timur;Pacitan;Punung;Bomo;35;35.01;35.01.03;35.01.03.2001
Jawa Timur;Pacitan;Punung;Sooka;35;35.01;35.01.03;35.01.03.2002
Jawa Timur;Pacitan;Punung;Punung;35;35.01;35.01.03;35.01.03.2003
Jawa Timur;Pacitan;Punung;Mendolo Kidul;35;35.01;35.01.03;35.01.03.2004
Jawa Timur;Pacitan;Punung;Piton;35;35.01;35.01.03;35.01.03.2005
Jawa Timur;Pacitan;Punung;Kendal;35;35.01;35.01.03;35.01.03.2006
Jawa Timur;Pacitan;Punung;Wareng;35;35.01;35.01.03;35.01.03.2007
Jawa Timur;Pacitan;Punung;Mantren;35;35.01;35.01.03;35.01.03.2008
Jawa Timur;Pacitan;Punung;Mendolo Lor;35;35.01;35.01.03;35.01.03.2009
Jawa Timur;Pacitan;Punung;Ploso;35;35.01;35.01.03;35.01.03.2010
Jawa Timur;Pacitan;Punung;Gondosari;35;35.01;35.01.03;35.01.03.2011
Jawa Timur;Pacitan;Punung;Kebonsari;35;35.01;35.01.03;35.01.03.2012
Jawa Timur;Pacitan;Punung;Tinatar;35;35.01;35.01.03;35.01.03.2013
Jawa Timur;Pacitan;Pacitan;Sidoharjo;35;35.01;35.01.04;35.01.04.1001
Jawa Timur;Pacitan;Pacitan;Ploso;35;35.01;35.01.04;35.01.04.1002
Jawa Timur;Pacitan;Pacitan;Baleharjo;35;35.01;35.01.04;35.01.04.1008
Jawa Timur;Pacitan;Pacitan;Pucangsewu;35;35.01;35.01.04;35.01.04.1012
Jawa Timur;Pacitan;Pacitan;Pacitan;35;35.01;35.01.04;35.01.04.1013
Jawa Timur;Pacitan;Pacitan;Kembang;35;35.01;35.01.04;35.01.04.2003
Jawa Timur;Pacitan;Pacitan;Sukoharjo;35;35.01;35.01.04;35.01.04.2004
Jawa Timur;Pacitan;Pacitan;Kayen;35;35.01;35.01.04;35.01.04.2005
Jawa Timur;Pacitan;Pacitan;Sirnoboyo;35;35.01;35.01.04;35.01.04.2006
Jawa Timur;Pacitan;Pacitan;Arjowinangun;35;35.01;35.01.04;35.01.04.2007
Jawa Timur;Pacitan;Pacitan;Bangunsari;35;35.01;35.01.04;35.01.04.2009
Jawa Timur;Pacitan;Pacitan;Sedeng;35;35.01;35.01.04;35.01.04.2010
Jawa Timur;Pacitan;Pacitan;Sumberharjo;35;35.01;35.01.04;35.01.04.2011
Jawa Timur;Pacitan;Pacitan;Tanjungsari;35;35.01;35.01.04;35.01.04.2014
Jawa Timur;Pacitan;Pacitan;Menadi;35;35.01;35.01.04;35.01.04.2015
Jawa Timur;Pacitan;Pacitan;Mentoro;35;35.01;35.01.04;35.01.04.2016
Jawa Timur;Pacitan;Pacitan;Purworejo;35;35.01;35.01.04;35.01.04.2017
Jawa Timur;Pacitan;Pacitan;Naggungan;35;35.01;35.01.04;35.01.04.2018
Jawa Timur;Pacitan;Pacitan;Widoro;35;35.01;35.01.04;35.01.04.2019
Jawa Timur;Pacitan;Pacitan;Semanten;35;35.01;35.01.04;35.01.04.2020
Jawa Timur;Pacitan;Pacitan;Sambong;35;35.01;35.01.04;35.01.04.2021
Jawa Timur;Pacitan;Pacitan;Banjarsari;35;35.01;35.01.04;35.01.04.2022
Jawa Timur;Pacitan;Pacitan;Bolosingo;35;35.01;35.01.04;35.01.04.2023
Jawa Timur;Pacitan;Pacitan;Ponggok;35;35.01;35.01.04;35.01.04.2024
Jawa Timur;Pacitan;Pacitan;Tambakrejo;35;35.01;35.01.04;35.01.04.2025
Jawa Timur;Pacitan;Kebonagung;Plumbungan;35;35.01;35.01.05;35.01.05.2001
Jawa Timur;Pacitan;Kebonagung;Karangnongko;35;35.01;35.01.05;35.01.05.2002
Jawa Timur;Pacitan;Kebonagung;Kalipelus;35;35.01;35.01.05;35.01.05.2003
Jawa Timur;Pacitan;Kebonagung;Karanganyar;35;35.01;35.01.05;35.01.05.2004
Jawa Timur;Pacitan;Kebonagung;Katipugal;35;35.01;35.01.05;35.01.05.2005
Jawa Timur;Pacitan;Kebonagung;Klesem;35;35.01;35.01.05;35.01.05.2006
Jawa Timur;Pacitan;Kebonagung;Sidomulyo;35;35.01;35.01.05;35.01.05.2007
Jawa Timur;Pacitan;Kebonagung;Worawari;35;35.01;35.01.05;35.01.05.2008
Jawa Timur;Pacitan;Kebonagung;Mantren;35;35.01;35.01.05;35.01.05.2009
Jawa Timur;Pacitan;Kebonagung;Gawang;35;35.01;35.01.05;35.01.05.2010
Jawa Timur;Pacitan;Kebonagung;Kebonagung;35;35.01;35.01.05;35.01.05.2011
Jawa Timur;Pacitan;Kebonagung;Purwoasri;35;35.01;35.01.05;35.01.05.2012
Jawa Timur;Pacitan;Kebonagung;Banjarjo;35;35.01;35.01.05;35.01.05.2013
Jawa Timur;Pacitan;Kebonagung;Gembuk;35;35.01;35.01.05;35.01.05.2014
Jawa Timur;Pacitan;Kebonagung;Sanggrahan;35;35.01;35.01.05;35.01.05.2015
Jawa Timur;Pacitan;Kebonagung;Punjung;35;35.01;35.01.05;35.01.05.2016
Jawa Timur;Pacitan;Kebonagung;Wonogondo;35;35.01;35.01.05;35.01.05.2017
Jawa Timur;Pacitan;Kebonagung;Ketepung;35;35.01;35.01.05;35.01.05.2018
Jawa Timur;Pacitan;Kebonagung;Ketro;35;35.01;35.01.05;35.01.05.2019
Jawa Timur;Pacitan;Arjosari;Mlati;35;35.01;35.01.06;35.01.06.2001
Jawa Timur;Pacitan;Arjosari;Sedayu;35;35.01;35.01.06;35.01.06.2002
Jawa Timur;Pacitan;Arjosari;Tremas;35;35.01;35.01.06;35.01.06.2003
Jawa Timur;Pacitan;Arjosari;Arjosari;35;35.01;35.01.06;35.01.06.2004
Jawa Timur;Pacitan;Arjosari;Gunungsari;35;35.01;35.01.06;35.01.06.2005
Jawa Timur;Pacitan;Arjosari;Pagutan;35;35.01;35.01.06;35.01.06.2006
Jawa Timur;Pacitan;Arjosari;Gembong;35;35.01;35.01.06;35.01.06.2007
Jawa Timur;Pacitan;Arjosari;Borang;35;35.01;35.01.06;35.01.06.2008
Jawa Timur;Pacitan;Arjosari;Gegeran;35;35.01;35.01.06;35.01.06.2009
Jawa Timur;Pacitan;Arjosari;Kedungbendo;35;35.01;35.01.06;35.01.06.2010
Jawa Timur;Pacitan;Arjosari;Mangunharjo;35;35.01;35.01.06;35.01.06.2011
Jawa Timur;Pacitan;Arjosari;Jetiskidul;35;35.01;35.01.06;35.01.06.2012
Jawa Timur;Pacitan;Arjosari;Temon;35;35.01;35.01.06;35.01.06.2013
Jawa Timur;Pacitan;Arjosari;Karanggede;35;35.01;35.01.06;35.01.06.2014
Jawa Timur;Pacitan;Arjosari;Gayuhan;35;35.01;35.01.06;35.01.06.2015
Jawa Timur;Pacitan;Arjosari;Karangrejo;35;35.01;35.01.06;35.01.06.2016
Jawa Timur;Pacitan;Arjosari;Jatimalang;35;35.01;35.01.06;35.01.06.2017
Jawa Timur;Pacitan;Nawangan;Gondang;35;35.01;35.01.07;35.01.07.2001
Jawa Timur;Pacitan;Nawangan;Mujing;35;35.01;35.01.07;35.01.07.2002
Jawa Timur;Pacitan;Nawangan;Sempu;35;35.01;35.01.07;35.01.07.2003
Jawa Timur;Pacitan;Nawangan;Nawangan;35;35.01;35.01.07;35.01.07.2004
Jawa Timur;Pacitan;Nawangan;Tokawi;35;35.01;35.01.07;35.01.07.2005
Jawa Timur;Pacitan;Nawangan;Jetis Lor;35;35.01;35.01.07;35.01.07.2006
Jawa Timur;Pacitan;Nawangan;Penggung;35;35.01;35.01.07;35.01.07.2007
Jawa Timur;Pacitan;Nawangan;Pakis Baru;35;35.01;35.01.07;35.01.07.2008
Jawa Timur;Pacitan;Nawangan;Ngromo;35;35.01;35.01.07;35.01.07.2009
Jawa Timur;Pacitan;Bandar;Petungsinarang;35;35.01;35.01.08;35.01.08.2001
Jawa Timur;Pacitan;Bandar;Ngunut;35;35.01;35.01.08;35.01.08.2002
Jawa Timur;Pacitan;Bandar;Bandar;35;35.01;35.01.08;35.01.08.2003
Jawa Timur;Pacitan;Bandar;Kledung;35;35.01;35.01.08;35.01.08.2004
Jawa Timur;Pacitan;Bandar;Tumpuk;35;35.01;35.01.08;35.01.08.2005
Jawa Timur;Pacitan;Bandar;Watupatok;35;35.01;35.01.08;35.01.08.2006
Jawa Timur;Pacitan;Bandar;Bangunsari;35;35.01;35.01.08;35.01.08.2007
Jawa Timur;Pacitan;Bandar;Jeruk;35;35.01;35.01.08;35.01.08.2008
Jawa Timur;Pacitan;Tegalombo;Kebondalem;35;35.01;35.01.09;35.01.09.2001
Jawa Timur;Pacitan;Tegalombo;Gedangan;35;35.01;35.01.09;35.01.09.2002
Jawa Timur;Pacitan;Tegalombo;Ngreco;35;35.01;35.01.09;35.01.09.2003
Jawa Timur;Pacitan;Tegalombo;Kasihan;35;35.01;35.01.09;35.01.09.2004
Jawa Timur;Pacitan;Tegalombo;Pucangombo;35;35.01;35.01.09;35.01.09.2005
Jawa Timur;Pacitan;Tegalombo;Gemaharjo;35;35.01;35.01.09;35.01.09.2006
Jawa Timur;Pacitan;Tegalombo;Ploso;35;35.01;35.01.09;35.01.09.2007
Jawa Timur;Pacitan;Tegalombo;Tegalombo;35;35.01;35.01.09;35.01.09.2008
Jawa Timur;Pacitan;Tegalombo;Kemuning;35;35.01;35.01.09;35.01.09.2009
Jawa Timur;Pacitan;Tegalombo;Tahunan;35;35.01;35.01.09;35.01.09.2010
Jawa Timur;Pacitan;Tegalombo;Tahunan Baru;35;35.01;35.01.09;35.01.09.2011
Jawa Timur;Pacitan;Tulakan;Jetak;35;35.01;35.01.10;35.01.10.2001
Jawa Timur;Pacitan;Tulakan;Nglaran;35;35.01;35.01.10;35.01.10.2002
Jawa Timur;Pacitan;Tulakan;Wonoanti;35;35.01;35.01.10;35.01.10.2003
Jawa Timur;Pacitan;Tulakan;Padi;35;35.01;35.01.10;35.01.10.2004
Jawa Timur;Pacitan;Tulakan;Kluwih;35;35.01;35.01.10;35.01.10.2005
Jawa Timur;Pacitan;Tulakan;Bungur;35;35.01;35.01.10;35.01.10.2006
Jawa Timur;Pacitan;Tulakan;Tulakan;35;35.01;35.01.10;35.01.10.2007
Jawa Timur;Pacitan;Tulakan;Jatigunung;35;35.01;35.01.10;35.01.10.2008
Jawa Timur;Pacitan;Tulakan;Gasang;35;35.01;35.01.10;35.01.10.2009
Jawa Timur;Pacitan;Tulakan;Kalikuning;35;35.01;35.01.10;35.01.10.2010
Jawa Timur;Pacitan;Tulakan;Ngile;35;35.01;35.01.10;35.01.10.2011
Jawa Timur;Pacitan;Tulakan;Bubakan;35;35.01;35.01.10;35.01.10.2012
Jawa Timur;Pacitan;Tulakan;Losari;35;35.01;35.01.10;35.01.10.2013
Jawa Timur;Pacitan;Tulakan;Ngumbul;35;35.01;35.01.10;35.01.10.2014
Jawa Timur;Pacitan;Tulakan;Wonosidi;35;35.01;35.01.10;35.01.10.2015
Jawa Timur;Pacitan;Tulakan;Ketro;35;35.01;35.01.10;35.01.10.2016
Jawa Timur;Pacitan;Ngadirojo;Sidomulyo;35;35.01;35.01.11;35.01.11.2001
Jawa Timur;Pacitan;Ngadirojo;Hadiwarno;35;35.01;35.01.11;35.01.11.2002
Jawa Timur;Pacitan;Ngadirojo;Tanjungpuro;35;35.01;35.01.11;35.01.11.2003
Jawa Timur;Pacitan;Ngadirojo;Hadiluwih;35;35.01;35.01.11;35.01.11.2004
Jawa Timur;Pacitan;Ngadirojo;Pagerejo;35;35.01;35.01.11;35.01.11.2005
Jawa Timur;Pacitan;Ngadirojo;Wiyoro;35;35.01;35.01.11;35.01.11.2006
Jawa Timur;Pacitan;Ngadirojo;Ngadirojo;35;35.01;35.01.11;35.01.11.2007
Jawa Timur;Pacitan;Ngadirojo;Bogoharjo;35;35.01;35.01.11;35.01.11.2008
Jawa Timur;Pacitan;Ngadirojo;Cokrokembang;35;35.01;35.01.11;35.01.11.2009
Jawa Timur;Pacitan;Ngadirojo;Bodag;35;35.01;35.01.11;35.01.11.2010
Jawa Timur;Pacitan;Ngadirojo;Tanjunglor;35;35.01;35.01.11;35.01.11.2011
Jawa Timur;Pacitan;Ngadirojo;Nogosari;35;35.01;35.01.11;35.01.11.2012
Jawa Timur;Pacitan;Ngadirojo;Cangkring;35;35.01;35.01.11;35.01.11.2013
Jawa Timur;Pacitan;Ngadirojo;Wonodadi Wetan;35;35.01;35.01.11;35.01.11.2014
Jawa Timur;Pacitan;Ngadirojo;Wonodadi Kulon;35;35.01;35.01.11;35.01.11.2015
Jawa Timur;Pacitan;Ngadirojo;Wonokarto;35;35.01;35.01.11;35.01.11.2016
Jawa Timur;Pacitan;Ngadirojo;Wonosobo;35;35.01;35.01.11;35.01.11.2017
Jawa Timur;Pacitan;Ngadirojo;Wonoasri;35;35.01;35.01.11;35.01.11.2018
Jawa Timur;Pacitan;Sudimoro;Pagerkidul;35;35.01;35.01.12;35.01.12.2001
Jawa Timur;Pacitan;Sudimoro;Pagerlor;35;35.01;35.01.12;35.01.12.2002
Jawa Timur;Pacitan;Sudimoro;Sukorejo;35;35.01;35.01.12;35.01.12.2003
Jawa Timur;Pacitan;Sudimoro;Sudimoro;35;35.01;35.01.12;35.01.12.2004
Jawa Timur;Pacitan;Sudimoro;Ketanggung;35;35.01;35.01.12;35.01.12.2005
Jawa Timur;Pacitan;Sudimoro;Klepu;35;35.01;35.01.12;35.01.12.2006
Jawa Timur;Pacitan;Sudimoro;Sembowo;35;35.01;35.01.12;35.01.12.2007
Jawa Timur;Pacitan;Sudimoro;Karangmulyo;35;35.01;35.01.12;35.01.12.2008
Jawa Timur;Pacitan;Sudimoro;Gunungrejo;35;35.01;35.01.12;35.01.12.2009
Jawa Timur;Pacitan;Sudimoro;Sumberejo;35;35.01;35.01.12;35.01.12.2010
Jawa Timur;Ponorogo;Slahung;Tugurejo;35;35.02;35.02.01;35.02.01.2001
Jawa Timur;Ponorogo;Slahung;Senepo;35;35.02;35.02.01;35.02.01.2002
Jawa Timur;Ponorogo;Slahung;Slahung;35;35.02;35.02.01;35.02.01.2003
Jawa Timur;Ponorogo;Slahung;Caluk;35;35.02;35.02.01;35.02.01.2004
Jawa Timur;Ponorogo;Slahung;Broto;35;35.02;35.02.01;35.02.01.2005
Jawa Timur;Ponorogo;Slahung;Menggare;35;35.02;35.02.01;35.02.01.2006
Jawa Timur;Ponorogo;Slahung;Kambeng;35;35.02;35.02.01;35.02.01.2007
Jawa Timur;Ponorogo;Slahung;Wates;35;35.02;35.02.01;35.02.01.2008
Jawa Timur;Ponorogo;Slahung;Ngilo-Ilo;35;35.02;35.02.01;35.02.01.2009
Jawa Timur;Ponorogo;Slahung;Duri;35;35.02;35.02.01;35.02.01.2010
Jawa Timur;Ponorogo;Slahung;Ngloning;35;35.02;35.02.01;35.02.01.2011
Jawa Timur;Ponorogo;Slahung;Plancungan;35;35.02;35.02.01;35.02.01.2012
Jawa Timur;Ponorogo;Slahung;Jebeng;35;35.02;35.02.01;35.02.01.2013
Jawa Timur;Ponorogo;Slahung;Galak;35;35.02;35.02.01;35.02.01.2014
Jawa Timur;Ponorogo;Slahung;Truneng;35;35.02;35.02.01;35.02.01.2015
Jawa Timur;Ponorogo;Slahung;Simo;35;35.02;35.02.01;35.02.01.2016
Jawa Timur;Ponorogo;Slahung;Crabak;35;35.02;35.02.01;35.02.01.2017
Jawa Timur;Ponorogo;Slahung;Mojopitu;35;35.02;35.02.01;35.02.01.2018
Jawa Timur;Ponorogo;Slahung;Gundik;35;35.02;35.02.01;35.02.01.2019
Jawa Timur;Ponorogo;Slahung;Nailan;35;35.02;35.02.01;35.02.01.2020
Jawa Timur;Ponorogo;Slahung;Gombang;35;35.02;35.02.01;35.02.01.2021
Jawa Timur;Ponorogo;Slahung;Janti;35;35.02;35.02.01;35.02.01.2022
Jawa Timur;Ponorogo;Ngrayun;Wonodadi;35;35.02;35.02.02;35.02.02.2001
Jawa Timur;Ponorogo;Ngrayun;Sendang;35;35.02;35.02.02;35.02.02.2002
Jawa Timur;Ponorogo;Ngrayun;Baosan Kidul;35;35.02;35.02.02;35.02.02.2003
Jawa Timur;Ponorogo;Ngrayun;Binade;35;35.02;35.02.02;35.02.02.2004
Jawa Timur;Ponorogo;Ngrayun;Mrayan;35;35.02;35.02.02;35.02.02.2005
Jawa Timur;Ponorogo;Ngrayun;Baosan Lor;35;35.02;35.02.02;35.02.02.2006
Jawa Timur;Ponorogo;Ngrayun;Temon;35;35.02;35.02.02;35.02.02.2007
Jawa Timur;Ponorogo;Ngrayun;Selur;35;35.02;35.02.02;35.02.02.2008
Jawa Timur;Ponorogo;Ngrayun;Ngrayun;35;35.02;35.02.02;35.02.02.2009
Jawa Timur;Ponorogo;Ngrayun;Cepoko;35;35.02;35.02.02;35.02.02.2010
Jawa Timur;Ponorogo;Ngrayun;Gedangan;35;35.02;35.02.02;35.02.02.2011
Jawa Timur;Ponorogo;Bungkal;Pelem;35;35.02;35.02.03;35.02.03.2001
Jawa Timur;Ponorogo;Bungkal;Koripan;35;35.02;35.02.03;35.02.03.2002
Jawa Timur;Ponorogo;Bungkal;Bekere;35;35.02;35.02.03;35.02.03.2003
Jawa Timur;Ponorogo;Bungkal;Nambak;35;35.02;35.02.03;35.02.03.2004
Jawa Timur;Ponorogo;Bungkal;Kalisat;35;35.02;35.02.03;35.02.03.2005
Jawa Timur;Ponorogo;Bungkal;Munggu;35;35.02;35.02.03;35.02.03.2006
Jawa Timur;Ponorogo;Bungkal;Pager;35;35.02;35.02.03;35.02.03.2007
Jawa Timur;Ponorogo;Bungkal;Belang;35;35.02;35.02.03;35.02.03.2008
Jawa Timur;Ponorogo;Bungkal;Bungkal;35;35.02;35.02.03;35.02.03.2009
Jawa Timur;Ponorogo;Bungkal;Ketonggo;35;35.02;35.02.03;35.02.03.2010
Jawa Timur;Ponorogo;Bungkal;Kunti;35;35.02;35.02.03;35.02.03.2011
Jawa Timur;Ponorogo;Bungkal;Bancar;35;35.02;35.02.03;35.02.03.2012
Jawa Timur;Ponorogo;Bungkal;Padas;35;35.02;35.02.03;35.02.03.2013
Jawa Timur;Ponorogo;Bungkal;Bungu;35;35.02;35.02.03;35.02.03.2014
Jawa Timur;Ponorogo;Bungkal;Kupuk;35;35.02;35.02.03;35.02.03.2015
Jawa Timur;Ponorogo;Bungkal;Sambilawang;35;35.02;35.02.03;35.02.03.2016
Jawa Timur;Ponorogo;Bungkal;Kwajon;35;35.02;35.02.03;35.02.03.2017
Jawa Timur;Ponorogo;Bungkal;Bediwetan;35;35.02;35.02.03;35.02.03.2018
Jawa Timur;Ponorogo;Bungkal;Bedikulon;35;35.02;35.02.03;35.02.03.2019
Jawa Timur;Ponorogo;Sambit;Gajah;35;35.02;35.02.04;35.02.04.2001
Jawa Timur;Ponorogo;Sambit;Wringinanom;35;35.02;35.02.04;35.02.04.2002
Jawa Timur;Ponorogo;Sambit;Ngadisanan;35;35.02;35.02.04;35.02.04.2003
Jawa Timur;Ponorogo;Sambit;Maguwan;35;35.02;35.02.04;35.02.04.2004
Jawa Timur;Ponorogo;Sambit;Nglewan;35;35.02;35.02.04;35.02.04.2005
Jawa Timur;Ponorogo;Sambit;Bedingin;35;35.02;35.02.04;35.02.04.2006
Jawa Timur;Ponorogo;Sambit;Bancangan;35;35.02;35.02.04;35.02.04.2007
Jawa Timur;Ponorogo;Sambit;Campurejo;35;35.02;35.02.04;35.02.04.2008
Jawa Timur;Ponorogo;Sambit;Campursari;35;35.02;35.02.04;35.02.04.2009
Jawa Timur;Ponorogo;Sambit;Bulu;35;35.02;35.02.04;35.02.04.2010
Jawa Timur;Ponorogo;Sambit;Sambit;35;35.02;35.02.04;35.02.04.2011
Jawa Timur;Ponorogo;Sambit;Besuki;35;35.02;35.02.04;35.02.04.2012
Jawa Timur;Ponorogo;Sambit;Wilangan;35;35.02;35.02.04;35.02.04.2013
Jawa Timur;Ponorogo;Sambit;Bangsalan;35;35.02;35.02.04;35.02.04.2014
Jawa Timur;Ponorogo;Sambit;Kemuning;35;35.02;35.02.04;35.02.04.2015
Jawa Timur;Ponorogo;Sambit;Jrakah;35;35.02;35.02.04;35.02.04.2016
Jawa Timur;Ponorogo;Sawoo;Tumpuk;35;35.02;35.02.05;35.02.05.2001
Jawa Timur;Ponorogo;Sawoo;Pangkal;35;35.02;35.02.05;35.02.05.2002
Jawa Timur;Ponorogo;Sawoo;Tumpuk Pelem;35;35.02;35.02.05;35.02.05.2003
Jawa Timur;Ponorogo;Sawoo;Tempuran;35;35.02;35.02.05;35.02.05.2004
Jawa Timur;Ponorogo;Sawoo;Sriti;35;35.02;35.02.05;35.02.05.2005
Jawa Timur;Ponorogo;Sawoo;Temon;35;35.02;35.02.05;35.02.05.2006
Jawa Timur;Ponorogo;Sawoo;Sawoo;35;35.02;35.02.05;35.02.05.2007
Jawa Timur;Ponorogo;Sawoo;Prayungan;35;35.02;35.02.05;35.02.05.2008
Jawa Timur;Ponorogo;Sawoo;Tugurejo;35;35.02;35.02.05;35.02.05.2009
Jawa Timur;Ponorogo;Sawoo;Grogol;35;35.02;35.02.05;35.02.05.2010
Jawa Timur;Ponorogo;Sawoo;Ketro;35;35.02;35.02.05;35.02.05.2011
Jawa Timur;Ponorogo;Sawoo;Kori;35;35.02;35.02.05;35.02.05.2012
Jawa Timur;Ponorogo;Sawoo;Bondrang;35;35.02;35.02.05;35.02.05.2013
Jawa Timur;Ponorogo;Sawoo;Ngindeng;35;35.02;35.02.05;35.02.05.2014
Jawa Timur;Ponorogo;Sooko;Ngadirojo;35;35.02;35.02.06;35.02.06.2001
Jawa Timur;Ponorogo;Sooko;Klepu;35;35.02;35.02.06;35.02.06.2002
Jawa Timur;Ponorogo;Sooko;Suru;35;35.02;35.02.06;35.02.06.2003
Jawa Timur;Ponorogo;Sooko;Sooko;35;35.02;35.02.06;35.02.06.2004
Jawa Timur;Ponorogo;Sooko;Bedoho;35;35.02;35.02.06;35.02.06.2005
Jawa Timur;Ponorogo;Sooko;Jurug;35;35.02;35.02.06;35.02.06.2006
Jawa Timur;Ponorogo;Pulung;Karangpatihan;35;35.02;35.02.07;35.02.07.2001
Jawa Timur;Ponorogo;Pulung;Tegalrejo;35;35.02;35.02.07;35.02.07.2002
Jawa Timur;Ponorogo;Pulung;Bedrug;35;35.02;35.02.07;35.02.07.2003
Jawa Timur;Ponorogo;Pulung;Wagir Kidul;35;35.02;35.02.07;35.02.07.2004
Jawa Timur;Ponorogo;Pulung;Singgahan;35;35.02;35.02.07;35.02.07.2005
Jawa Timur;Ponorogo;Pulung;Patik;35;35.02;35.02.07;35.02.07.2006
Jawa Timur;Ponorogo;Pulung;Pulung;35;35.02;35.02.07;35.02.07.2007
Jawa Timur;Ponorogo;Pulung;Pulung Merdiko;35;35.02;35.02.07;35.02.07.2008
Jawa Timur;Ponorogo;Pulung;Sidoharjo;35;35.02;35.02.07;35.02.07.2009
Jawa Timur;Ponorogo;Pulung;Wotan;35;35.02;35.02.07;35.02.07.2010
Jawa Timur;Ponorogo;Pulung;Plunturan;35;35.02;35.02.07;35.02.07.2011
Jawa Timur;Ponorogo;Pulung;Pomahan;35;35.02;35.02.07;35.02.07.2012
Jawa Timur;Ponorogo;Pulung;Kesugihan;35;35.02;35.02.07;35.02.07.2013
Jawa Timur;Ponorogo;Pulung;Serag;35;35.02;35.02.07;35.02.07.2014
Jawa Timur;Ponorogo;Pulung;Wayang;35;35.02;35.02.07;35.02.07.2015
Jawa Timur;Ponorogo;Pulung;Munggung;35;35.02;35.02.07;35.02.07.2016
Jawa Timur;Ponorogo;Pulung;Bekiring;35;35.02;35.02.07;35.02.07.2017
Jawa Timur;Ponorogo;Pulung;Banaran;35;35.02;35.02.07;35.02.07.2018
Jawa Timur;Ponorogo;Mlarak;Tugu;35;35.02;35.02.08;35.02.08.2001
Jawa Timur;Ponorogo;Mlarak;Candi;35;35.02;35.02.08;35.02.08.2002
Jawa Timur;Ponorogo;Mlarak;Totokan;35;35.02;35.02.08;35.02.08.2003
Jawa Timur;Ponorogo;Mlarak;Ngrukem;35;35.02;35.02.08;35.02.08.2004
Jawa Timur;Ponorogo;Mlarak;Siwalan;35;35.02;35.02.08;35.02.08.2005
Jawa Timur;Ponorogo;Mlarak;Joresan;35;35.02;35.02.08;35.02.08.2006
Jawa Timur;Ponorogo;Mlarak;Nglumpang ;35;35.02;35.02.08;35.02.08.2007
Jawa Timur;Ponorogo;Mlarak;Gontor;35;35.02;35.02.08;35.02.08.2008
Jawa Timur;Ponorogo;Mlarak;Gandu;35;35.02;35.02.08;35.02.08.2009
Jawa Timur;Ponorogo;Mlarak;Jabung;35;35.02;35.02.08;35.02.08.2010
Jawa Timur;Ponorogo;Mlarak;Bajang;35;35.02;35.02.08;35.02.08.2011
Jawa Timur;Ponorogo;Mlarak;Mlarak;35;35.02;35.02.08;35.02.08.2012
Jawa Timur;Ponorogo;Mlarak;Serangan;35;35.02;35.02.08;35.02.08.2013
Jawa Timur;Ponorogo;Mlarak;Suren;35;35.02;35.02.08;35.02.08.2014
Jawa Timur;Ponorogo;Mlarak;Kaponan;35;35.02;35.02.08;35.02.08.2015
Jawa Timur;Ponorogo;Jetis;Ngasinan;35;35.02;35.02.09;35.02.09.2001
